项目名称,项目URL,提交ID,提交者,提交时间,提交信息,提交链接
curl/curl,https://github.com/curl/curl,df07f43,Viktor Szakats,2025-11-29T09:54:28Z,mbedtls: sync format across log messages  Closes #19842,https://github.com/curl/curl/commit/df07f431e2077881b13e655083a3929242615056
curl/curl,https://github.com/curl/curl,f97e62f,Viktor Szakats,2025-12-02T16:45:18Z,"sws: fix binding to unix socket on Windows  Windows 10.17063+ (having unix socket support) fails to set for unix sockets the `SO_REUSEADDR` option, with error 10045 (`WSAEOPNOTSUPP`), and also fails to set `SO_KEEPALIVE` with error 10042 (`WSAENOPROTOOPT`).  Fix by not enabling these socket options on Windows for unix sockets.  Also: - fixing test 1435, 1436 to run in CI. - fixing the `socksd` test server for test 1467, 1468, 1470. But, also   disable these for now due to another Windows issue: #19825  Ref: https://stackoverflow.com/questions/68791319/unix-domain-socket-bind-failed-in-windows/68794755#68794755 Ref: #19810 Closes #19812",https://github.com/curl/curl/commit/f97e62ff147feff09e1a29a2db6b4a7f928d75a0
curl/curl,https://github.com/curl/curl,dfd781f,Viktor Szakats,2025-11-21T11:34:02Z,"tidy-up: miscellaneous  - gnutls, mbedtls: fix casing in log messages. - src/tool_cfgable.h: drop unused header. - appveyor.sh: variable style. - cmakelint.sh: sync with libssh2, catch `.cmake.in` explicitly. - examples: drop obsolete comments, exclamation marks. - fix comment typos, casing.  Closes #19839",https://github.com/curl/curl/commit/dfd781ff627991c7b660fe6534c347b1a97bcc17
curl/curl,https://github.com/curl/curl,0476e4f,Viktor Szakats,2025-11-29T22:11:52Z,tidy-up: one more round of formatting nits  Closes #19835,https://github.com/curl/curl/commit/0476e4fc65a67c5d7e6d0229c4073ce2b8fd9325
curl/curl,https://github.com/curl/curl,7a1e99e,Viktor Szakats,2025-12-04T16:44:46Z,"badwords: check FAQ with allowlisted 'will', fix a typo  Also: - badwords.pl: add support for filename:word exceptions. - badwords.pl: handle `-w` file open errors.  Ref: https://github.com/curl/curl/pull/19817#issuecomment-3612386568 Closes #19837",https://github.com/curl/curl/commit/7a1e99eefa20b2a5dc694ef6078051703521fd1e
curl/curl,https://github.com/curl/curl,d517efe,Daniel Stenberg,2025-12-04T15:39:22Z,bufref: add Curl_bufref_dup that returns a strdup()ed version  Cleans up a common pattern somewhat. Implemented as a macro.  Closes #19834,https://github.com/curl/curl/commit/d517efe5bd1dbcc6faafe6b0c123521f96d955b0
curl/curl,https://github.com/curl/curl,d792802,Stefan Eissing,2025-12-04T16:15:33Z,"connection: attached transfer count  Since we no longer traverse the transfers attached to a connection, change the sparse bitset to just a `uint32_t` counter.  This makes multi_ev the single user of sparse bitsets for transfers using a socket and allocation failures are handled there correctly.  Refs #19818 Closes #19836",https://github.com/curl/curl/commit/d7928029fc0a31df03473d5ca9e13b732357febc
curl/curl,https://github.com/curl/curl,1def380,Daniel Stenberg,2025-12-04T15:20:25Z,"bufref: rename *memdup() to *memdup0()  To make it clearer to readers of the code that the resulting dup also has a null terminator. Something a ""normal"" memdup() does not provide.  Closes #19833",https://github.com/curl/curl/commit/1def38003299bf0fbbaf8b5ed34422205166d085
curl/curl,https://github.com/curl/curl,fe7703a,Patrick Monnerat,2025-12-03T20:52:33Z,"formdata: use struct bufref for maybe-dynamic fields.  Lengths are not stored in the structures, as they may be given before the data locations.  Closes #19827",https://github.com/curl/curl/commit/fe7703a0b398458eea2023ae802320eb1c5e401e
curl/curl,https://github.com/curl/curl,2cb8682,Patrick Monnerat,2025-12-03T20:13:52Z,lib: turn state.referer into a struct bufref  Closes #19827,https://github.com/curl/curl/commit/2cb868242dc2ac9cd52ee64987ef51d5964a56f9
curl/curl,https://github.com/curl/curl,36542b7,Patrick Monnerat,2025-12-03T22:15:18Z,lib: turn state.url into a struct bufref  Closes #19827,https://github.com/curl/curl/commit/36542b734966fce2ce5689d689a0e4922a103e50
curl/curl,https://github.com/curl/curl,f39b8a1,Patrick Monnerat,2025-12-03T17:36:03Z,lib: add a Curl_bufref_uptr() function and use it  Function Curl_bufref_ptr() now returns a const char *. New function Curl_bufref_uptr() returns a const unsigned char *.  Usage and doc updated.  Closes #19827,https://github.com/curl/curl/commit/f39b8a11749dba677848ea1e7d2ed20f23f87f03
curl/curl,https://github.com/curl/curl,39d1976,Daniel Stenberg,2025-12-03T23:14:20Z,ldap: call ldap_init() before setting the options  Closes #19830,https://github.com/curl/curl/commit/39d1976b7f709a516e3243338ebc0443bdd8d56d
curl/curl,https://github.com/curl/curl,608f5dd,Theo Buehler,2025-12-04T13:43:18Z,"vtls: do not reach into ASN1_STRING  OpenSSL 4 has plans to make ASN1_STRING opaque, which will break the build, so convert the code to use accessors. ASN1_STRING_length() and ASN1_STRING_type() go way back to SSLeay and ASN1_STRING_get0_data() is OpenSSL 1.1 API present in BoringSSL since foreer and also available since LibreSSL 2.7, so this should not cause compat issues with any libcrypto in a supported version of the fork family.  https://github.com/openssl/openssl/issues/29117  Closes #19831",https://github.com/curl/curl/commit/608f5dd4557b449d9ece5aa193a4b89ac3760422
curl/curl,https://github.com/curl/curl,472bc90,Viktor Szakats,2025-12-03T03:42:02Z,"runtests: make memanalyzer a Perl module (for 1.1-2x speed-up per test run)  Patch #19786 removed an exception, which caused many more CI jobs to run `memanalyze.pl`. It resulted in a 10-30% (Linux), 15% (macOS), 100% (2x, on Windows) slowdown of runtest steps. It also made some jobs exceed their time limits and fail (seen with the Windows ARM64 job.)  Turns out the overhead was caused by calling `memanalyze.pl` as an external process (twice per test), which in turn had to load a full Perl stack from scratch each time.  Fix by converting memanalyze to a Perl modul, loaded as part of `runtests.pl`, which eliminated the overhead completely.  It also sped up existing jobs where memanalyze was run for a long time, e.g. two c-ares Windows jobs, saving 4.5m per CI run.  Supersedes #19819 Bug: https://github.com/curl/curl/pull/19786#issuecomment-3598679397 Follow-up to fb7033d7600dfb59de06e7af8a0d6ab2a4163578 #19786 Closes #19821",https://github.com/curl/curl/commit/472bc9032374f98f48f7a2df6c644cff91fe142c
curl/curl,https://github.com/curl/curl,ff2aaed,Georg Schulz-Allgaier,2025-12-03T21:49:05Z,noproxy: fix ipv6 handling  Closes #19828,https://github.com/curl/curl/commit/ff2aaed9ba6f186feb57f89fc68546759fdb6dad
curl/curl,https://github.com/curl/curl,e8a4068,Daniel Stenberg,2025-12-04T07:45:55Z,docs: clarify how to do unix domain sockets with SOCKS proxy  Ref: #19825 Closes #19829,https://github.com/curl/curl/commit/e8a4068e6868424d83a3394da4810c93a43c070a
curl/curl,https://github.com/curl/curl,276a4af,Viktor Szakats,2025-12-03T16:22:37Z,test787: fix possible typo `&` -> `%` in curl option  They are close on the keyboard and don't affect test results.  To make this test XML-compliant.  Ref: #14479 Follow-up to 40c264db617d025ca5053bc0964a185d11101301 #15739 Closes #19826,https://github.com/curl/curl/commit/276a4af4741c7ac5f4e24b22458146ebab049dcd
curl/curl,https://github.com/curl/curl,004f41c,Viktor Szakats,2025-12-02T04:05:36Z,"tests: add `%AMP` macro, use it in two tests  To allow replacing `&` characters in `tests/data/test*` files for XML-compliance.  Also: - document `%GT`, `%LT`   Follow-up to de49cc89abc917cb4f273ebea8c6fb584d097de2 #19470  Closes #19824",https://github.com/curl/curl/commit/004f41c186becfd0bae1e5e456ba1842f0db7d9e
curl/curl,https://github.com/curl/curl,0417d32,Viktor Szakats,2025-12-03T14:53:46Z,src: fix formatting nits  Closes #19823,https://github.com/curl/curl/commit/0417d323c96db547e5ed9da733c51aed02be723e
curl/curl,https://github.com/curl/curl,1753de9,Viktor Szakats,2025-12-03T15:32:07Z,GHA/checksrc: give more time for slow Azure servers [ci skip]  Sometimes 1 minutes is too short to install 39.4 kB of archives.  Ref: https://github.com/curl/curl/actions/runs/19898949860/job/57036965452,https://github.com/curl/curl/commit/1753de9d7a7a4e8d98869f1e01023db2861adf4f
curl/curl,https://github.com/curl/curl,6694a42,Viktor Szakats,2025-12-01T21:18:41Z,"idn: avoid allocations and wcslen on Windows  Eliminate a heap buffer in both `win32_idn_to_ascii()` and `win32_ascii_to_idn()`, by replacing it with stack buffer. The maximum size is fixed in these cases, and small enough to fit there.  Also reuse length returned by the UTF-8 to wchar conversion, allowing to drop `wcslen()` call in both functions, and allowing to call the wchar to UTF-8 conversion API `WideCharToMultiByte()` with the known length, saving length calculations within that API too.  Ref: https://github.com/curl/curl/pull/19748#issuecomment-3592015200  Closes #19798",https://github.com/curl/curl/commit/6694a42aa0e820a6fe1e59d85ff8597b6d768d8d
curl/curl,https://github.com/curl/curl,c3b030b,Viktor Szakats,2025-12-02T06:25:18Z,lib: fix formatting nits (part 3)  From `lib/h` to `lib/w`.  part 1: 47a1ab2ebecb21485c0e955316d90511e80a3c43 #19764 part 2: 86b346443b68cde7ef33e1ab770e6c8ab641d2b1 #19800  Closes #19811,https://github.com/curl/curl/commit/c3b030b860a2c1b2a74e032bb82b981d2f806249
curl/curl,https://github.com/curl/curl,dc8c0d5,Daniel Stenberg,2025-12-02T16:46:52Z,test3207: enable memdebug for this test again  Closes #19813,https://github.com/curl/curl/commit/dc8c0d54a51961bbdea25fafa4c381d10f27cf9c
curl/curl,https://github.com/curl/curl,d993d46,Viktor Szakats,2025-12-03T02:06:39Z,GHA/windows: install MSYS2 c-ares only when used  Closes #19820,https://github.com/curl/curl/commit/d993d46eb14234e36a15288d25dccc6107a6733f
curl/curl,https://github.com/curl/curl,aba3c63,Stefan Eissing,2025-12-01T11:48:55Z,pytest: fix and improve reliability  Address issues listed in #19770: - allow for ngttpx to successfully shut down on last attempt that might   extend beyond the finish timestamp - timeline checks: allos `time_starttransfer` to appear anywhere in   the timeline as a slow client might seen response data before setting   the other counters - dump logs on test_05_02 as it was not reproduced locally  Fixes #19970 Closes #19783,https://github.com/curl/curl/commit/aba3c63ae8323e68149417d1a56ea7b43b842814
curl/curl,https://github.com/curl/curl,9cf4a40,Stefan Eissing,2025-12-02T13:26:31Z,"pytest: improve stragglers  A fix for the tests that took the longest: - test_05: make the server close the HTTP/1.1 connection when   simulating an error during a download. This eliminates waiting   for a keepalive timeout - test_02: pause tests with slightly smaller documents, eliminate   special setup for HTTP/2. We test stream window handling now   elsewhere already - cli_hx_download: run look in 500ms steps instead of 1sec, resuming   paused tranfers earlier.  Closes #19809",https://github.com/curl/curl/commit/9cf4a400d2ef21a2436f73a6e44a6fa129999647
curl/curl,https://github.com/curl/curl,86b3464,Viktor Szakats,2025-11-27T03:27:26Z,lib: fix formatting nits (part 2)  From `lib/curl*` to `lib/g*`. With fixes to part 1.  part 1: 47a1ab2ebecb21485c0e955316d90511e80a3c43 #19764  Closes #19800,https://github.com/curl/curl/commit/86b346443b68cde7ef33e1ab770e6c8ab641d2b1
curl/curl,https://github.com/curl/curl,3e2a946,Daniel Stenberg,2025-12-02T13:13:55Z,"ldap: provide version for ""legacy"" ldap as well  It displays in version output as WinLDAP and LDAP/1, compared to OpenLDAP/[version] for the OpenLDAP backend code.  Closes #19808",https://github.com/curl/curl/commit/3e2a946926853608d67805bd9f4a58345fff364a
curl/curl,https://github.com/curl/curl,b30c1b9,Stefan Eissing,2025-12-02T12:42:29Z,"quiche: use client writer  Instead of buffering response body data until it is received by the transfer loop, write the response data directly to the client.  Use a connection wide scratch buffer to get the response body from quiche. Eliminates need for maintaining individual buffers for each stream.  Fixes #19803 Reported-by: Stanislav Fort Closes #19806",https://github.com/curl/curl/commit/b30c1b97b97cdbe7cc6f638c90f8b60e2036ad27
curl/curl,https://github.com/curl/curl,4f23748,Daniel Stenberg,2025-12-02T10:13:49Z,"DEPRECATE.md: remove OpenSSL-QUIC in January 2026 instead  Move it up two months. It was only ever experimental so this cannot interfere with any production code so shorten the ""quarantine"".  Closes #19805",https://github.com/curl/curl/commit/4f2374810ab50802c94400dad26c60771b3fa0ff
curl/curl,https://github.com/curl/curl,c1c3487,Daniel Stenberg,2025-12-02T08:53:00Z,curl_gssapi: make sure Curl_gss_log_error() has an initialized buffer  Reported-by: Stanislav Fort (Aisle Research)  Closes #19802,https://github.com/curl/curl/commit/c1c3487d7902799412823cb71df7af6af0df36a1
curl/curl,https://github.com/curl/curl,8dedcce,Daniel Stenberg,2025-12-02T09:13:32Z,RELEASE-NOTES: fix typo,https://github.com/curl/curl/commit/8dedcce7a3b8f32633ba7b546ae55bb7f5017fd1
curl/curl,https://github.com/curl/curl,055f1a3,Daniel Stenberg,2025-12-02T08:16:20Z,RELEASE-NOTES: synced,https://github.com/curl/curl/commit/055f1a3d02f656feb31a1246392473f6ac0e186f
curl/curl,https://github.com/curl/curl,dc29590,Stefan Eissing,2025-12-01T17:08:25Z,memdebug: log socket close before closing  To not get a mixup in the memdebug log order.  Closes #19793,https://github.com/curl/curl/commit/dc29590d6061931d054132cb701512a8b7305e7c
curl/curl,https://github.com/curl/curl,85a6936,Daniel Stenberg,2025-12-01T15:32:39Z,libssh2: consider strdup() failures OOM and return correctly  In the ssh_state_pkey_init function.  Closes #19791,https://github.com/curl/curl/commit/85a6936d7669748983ec340519df325eea9c9333
curl/curl,https://github.com/curl/curl,58673ac,Viktor Szakats,2025-12-01T20:07:56Z,"runtests: fix Perl warning  ``` Use of uninitialized value $cmdhash{""option""} in pattern match (m//) at tests/runtests.pl line 1753. ``` Ref: https://github.com/curl/curl/actions/runs/19833947198/job/56831923295?pr=19794#step:13:3694  Follow-up to 02aa75a8c240af1a8912145497806e8925859a87 #19752 Closes #19797",https://github.com/curl/curl/commit/58673ac8373c0d3baa0e5a3530e36a1095321a2b
curl/curl,https://github.com/curl/curl,9517b41,Viktor Szakats,2025-12-01T19:08:09Z,multibyte: limit `curlx_convert_*wchar*()` functions to Unicode builds  Follow-up to ccb68d2e3b602b24a8cb52f473b96938ac998db6 #19790  Closes #19796,https://github.com/curl/curl/commit/9517b41b509f1098ed0b3b7ff20b53a566fa3f5e
curl/curl,https://github.com/curl/curl,189fda0,Viktor Szakats,2025-11-29T22:12:47Z,memdebug: replace macro constant with `sizeof()`  Closes #19795,https://github.com/curl/curl/commit/189fda00260b75bb2776a8ae36e3d7d36f01173e
curl/curl,https://github.com/curl/curl,5356bce,Viktor Szakats,2025-12-01T18:49:50Z,windows: use `_strdup()` instead of `strdup()` where missing  To replace deprecated `strdup()` CRT calls with the recommended `_strdup()`.  Refs: https://learn.microsoft.com/cpp/c-runtime-library/reference/strdup-wcsdup https://learn.microsoft.com/cpp/c-runtime-library/reference/strdup-wcsdup-mbsdup  Closes #19794,https://github.com/curl/curl/commit/5356bce6abab7e8e28a3d412b2fa2c55bfa62416
curl/curl,https://github.com/curl/curl,a3fcd80,Viktor Szakats,2025-12-01T14:25:26Z,curlx: use curlx allocators in non-memdebug builds (Windows)  To limit raw allocators to `CURLDEBUG` (memdebug/TrackMemory) Windows UNICODE builds.  Closes #19788,https://github.com/curl/curl/commit/a3fcd80de4b1fe00c8832713afadfc6ad8f391b3
curl/curl,https://github.com/curl/curl,ccb68d2,Viktor Szakats,2025-12-01T14:49:01Z,idn: use curlx allocators on Windows  Replace `curlx_convert*()` functions with local copies that always use the curlx allocator.  Closes #19790,https://github.com/curl/curl/commit/ccb68d2e3b602b24a8cb52f473b96938ac998db6
curl/curl,https://github.com/curl/curl,3387133,Viktor Szakats,2025-12-01T15:36:25Z,lib: delete unused `curlx/multibyte.h` includes  Closes #19792,https://github.com/curl/curl/commit/338713345046e164ddd3b2dca75d862124d34a3a
curl/curl,https://github.com/curl/curl,ca1919c,Viktor Szakats,2025-12-01T14:52:10Z,idn: fix memory leak in `win32_ascii_to_idn()`  Closes #19789,https://github.com/curl/curl/commit/ca1919caee6a82e400acdc491179b748f38c5ede
curl/curl,https://github.com/curl/curl,c421c3e,Viktor Szakats,2025-11-30T22:22:59Z,cmake: verify minimum CMake version in `curl-config.cmake`  Show a message if the CMake version is lower than that when consuming libcurl via the CMake config.  The minimum CMake version on consumption is for now the same as the minimum required (v3.7) to build curl itself.  Ref: https://cmake.org/cmake/help/v3.7/variable/CMAKE_MINIMUM_REQUIRED_VERSION.html Ref: #18704 (discussion) Follow-up to 16f073ef49f94412000218c9f6ad04e3fd7e4d01 #16973 Closes #19776,https://github.com/curl/curl/commit/c421c3e3251b33e78b1c98030d92e6ad23a82d03
curl/curl,https://github.com/curl/curl,a2ebae6,Daniel Stenberg,2025-12-01T12:14:17Z,"tool_urlglob: acknowledge OOM in peek_ipv6  Previously, an OOM error would just imply not an IPv6 address.  Closes #19784",https://github.com/curl/curl/commit/a2ebae61ca365a358c6d11b2ab1f0b062efa49c6
curl/curl,https://github.com/curl/curl,fb7033d,Daniel Stenberg,2025-12-01T12:48:12Z,runtests: enable torture testing with threaded resolver  Since a7bebd850291 made it possible. Closes #19786,https://github.com/curl/curl/commit/fb7033d7600dfb59de06e7af8a0d6ab2a4163578
curl/curl,https://github.com/curl/curl,d1b85bc,Stefan Eissing,2025-12-01T13:05:39Z,"memdebug: log before free  add the debug log before freeing the memory, otherwise another thread might allocate and log it before the free is logged.  Follow-up to a7bebd8502914f1652f423 Closes #19787",https://github.com/curl/curl/commit/d1b85bc49c5dd0e2c2eaf06027b5520152317f62
curl/curl,https://github.com/curl/curl,a7bebd8,Stefan Eissing,2025-12-01T12:22:25Z,memdebug: add mutex for thread safety  Protect modification to the `membuf` by different threads via a mutex. This ensure that index updates are correct and that data gets written in order.  Closes #19785,https://github.com/curl/curl/commit/a7bebd8502914f1652f423eddfd7005f8413a781
curl/curl,https://github.com/curl/curl,c6c4a99,Daniel Stenberg,2025-12-01T10:00:47Z,http: acknowledge OOM errors from Curl_input_ntlm  Closes #19781,https://github.com/curl/curl/commit/c6c4a99300bebdd3fd5a6af9ebca0053e3cbc8f7
curl/curl,https://github.com/curl/curl,012fa2b,Daniel Stenberg,2025-12-01T10:04:36Z,auth: always treat Curl_auth_ntlm_get() returning NULL as OOM  Closes #19782,https://github.com/curl/curl/commit/012fa2b91b6c1129695600bfdafc5f01f7fce76f
curl/curl,https://github.com/curl/curl,4aed2dc,Viktor Szakats,2025-11-29T14:23:58Z,"krb5: fix detecting channel binding feature  Use the already detected `gssapi/gssapi_krb5.h` MIT Kerberos header to pull in `gssapi_ext.h`, which in turn sets `GSS_C_CHANNEL_BOUND_FLAG` if supported. Channel binding is present in MIT Kerberos 1.19+.  Also: - lib: de-duplicate GSS-API header includes. - vauth: de-duplicate `urldata.h` includes. - drop interim feature macro in favor of the native GSS one.  Assisted-by: Max Faxälv Reported-by: Max Faxälv Bug: https://github.com/curl/curl/pull/19164#issuecomment-3551687025 Follow-up to 8616e5aada9c78fb611c60d913c999c8e78c14ba #19164 Closes #19603 Closes #19760",https://github.com/curl/curl/commit/4aed2dcc897b383b8bb9ae3bf2d7a2246ebccfcd
curl/curl,https://github.com/curl/curl,dabfae8,Viktor Szakats,2025-12-01T00:53:25Z,cmake: namespace all local variables in `curl-config.cmake`  Also: - apply it to the local copy of this code in `lib/CMakeLists.txt`. - replace 'CURL' with `@PROJECT_NAME@` in a message.  Closes #19777,https://github.com/curl/curl/commit/dabfae84f0f2626974c109c979a21bcaad357450
curl/curl,https://github.com/curl/curl,729316a,Daniel Stenberg,2025-12-01T09:24:32Z,http: handle oom error from Curl_input_digest()  Closes #19780,https://github.com/curl/curl/commit/729316a9e4aed66c3ca90435e2c7f4052dac32f9
curl/curl,https://github.com/curl/curl,cffc912,Daniel Stenberg,2025-12-01T08:26:28Z,url: fix return code for OOM in parse_proxy()  Closes #19779,https://github.com/curl/curl/commit/cffc91284475e78a7d9b0538b9db329fe3249f63
curl/curl,https://github.com/curl/curl,41931f1,Daniel Stenberg,2025-11-30T22:35:25Z,imap: make sure Curl_pgrsSetDownloadSize() does not overflow  Follow-up to c1e3a760b. The previous update missed an addition that also can wrap and cause confusion. Fixing this by calling Curl_pgrsSetDownloadSize() after the overflow check.  Reported-by: Deniz Parlak Closes #19774,https://github.com/curl/curl/commit/41931f1659f485ba60cfb4da0b4479bfb0fd8a8e
curl/curl,https://github.com/curl/curl,bf58ca6,Viktor Szakats,2025-12-01T00:17:41Z,"cmake: narrow scope of custom `CMAKE_MODULE_PATH` in `curl-config.cmake`  Set it only while using local Find modules, leave it as-is while using system ones.  Follow-up to 16f073ef49f94412000218c9f6ad04e3fd7e4d01 #16973 Cherry-picked from #19776",https://github.com/curl/curl/commit/bf58ca6e8f5f518c1f4b4acab03acb1b60e25c00
curl/curl,https://github.com/curl/curl,7799d15,Viktor Szakats,2025-11-30T23:34:33Z,cmake: fix `ws2_32` reference in `curl-config.cmake`  Follow-up to 16f073ef49f94412000218c9f6ad04e3fd7e4d01 #16973 Follow-up to 554dfa556886c3d7425f6690f3fc408128bf4744 #17927  Closes #19775,https://github.com/curl/curl/commit/7799d15eef302cdc3fdbbe1dec5c43df2048ec9e
curl/curl,https://github.com/curl/curl,f553bff,Viktor Szakats,2025-11-30T22:27:06Z,"cmakelint: also lint CMake `.in` files, fix a long line  ``` CMakeConfigurableFile.in cmake_uninstall.cmake.in curl-config.cmake.in ```  Follow-up to 16f073ef49f94412000218c9f6ad04e3fd7e4d01 #16973 Closes #19773",https://github.com/curl/curl/commit/f553bff6ee719cf04402b28305e911458b5b6d36
curl/curl,https://github.com/curl/curl,4e8d5da,Viktor Szakats,2025-11-30T16:31:24Z,"vtls: drop interim ECH feature macros (OpenSSL, wolfSSL)  Use the macros set by autotools and cmake, to simplify.  Closes #19772",https://github.com/curl/curl/commit/4e8d5da7eeaa83c9d2e5cc62fb92231cf75d3c94
curl/curl,https://github.com/curl/curl,815bf76,Viktor Szakats,2025-11-30T16:16:03Z,"autotools: delete idle `AM_CFLAGS`, `AM_LDFLAGS` variables  Closes #19771",https://github.com/curl/curl/commit/815bf7664999cb733438c9dd54bbbd8f1737679e
